1159468195016826881,1
1141688336718995461,0
1129281078529863682,0
913763041992429568,0
578530664477241345,0
1141077119969067008,1
1176203992403234816,1
1181671905952030722,0
1187724597359239168,1
1107716908630065152,0
861874896560943104,0
1184106811235930112,1
488951530427396096,1
1083128195828932608,1
997757479290318849,1
1017457555306663937,1
1144881502704078849,1
1066780686902808576,0
1094749175164665856,1
1037770502683680771,1
1107714366168854529,0
1179884394502332416,0
252097310635483136,0
1186015900765433857,1
1186112175066271745,0
953462334701408258,0
910816083774509056,1
1056137629102694400,0
717531879629398016,1
909605636769542144,0
1118633671391633409,1
595924381769015297,1
461543930480582656,1
1143838513743331328,0
1162039739379322881,1
772452891378520064,0
356876315321827328,0
585255928376725504,1
1180573531656118278,1
1189210645847248896,0
866606227274465280,0
1125733890059059200,1
1174119911305535489,0
1143789916071088128,0
1161751909788782594,1
1083107579146969089,0
762607159095857152,0
1175158464655613953,1
1141609045775847424,0
1175891941889839104,0
1141736802329464832,1
1108039140673765376,0
1052988136639344640,1
819940125115318273,0
1173410533070057478,0
1185760357698150400,1
1125789398463807488,1
1144251260801114113,1
762018519886225408,1
1138905676623818753,0
1012043288562499585,1
859706843551207425,0
929175467030130688,1
1092891094155739137,1
738356477782577152,1
685187128502956032,0
1094636774981283841,0
1171374888810143744,1
1161280820906201090,1
1044791215747715072,1
1112825195818094592,1
1156635011539513344,1
1171192958995042305,1
1184449237213503489,0
1006846198307684353,1
1159542885609590785,1
1187575716902297602,1
697527293854556161,0
974172676393545728,0
1171777412432105472,1
1000743733015564288,0
1141149987432226816,1
1161980224487219201,0
359719655113367554,0
1184773816582623233,0
1169961430696828929,1
1132331677206945792,1
663079220835303424,0
1179875019209371648,1
474483355627847680,1
37976371489669120,0
1047448402877923328,0
1116374301085765632,1
612937758915620864,1
778979765277655040,1
1057335616101380101,1
1016574900188872704,1
817863995814248450,0
924494616098848768,0
745560126824787968,1
824346417292607489,0
1189030505020309504,1
890968712399904768,0
875495490741125121,0
1183423459998797824,0
810819228731375616,1
1067881196946956290,1
1180568978579693568,1
1133818793891913728,1
1099025589036494848,0
1148121170086105088,0
1184814580440207360,1
912856912890343432,0
776158608945852416,1
705355512376926208,0
877275896985595905,1
672587768799866880,0
676192751646547968,0
1178641446326476800,0
1080583976325128194,0
1168855836845887488,0
1190271956635009030,0
1178690212618096641,0
876490216739090432,1
1177292516716175360,1
1169574017071833088,0
1019023110534819840,1
850985774732369922,0
1095721106542084097,1
1060922266794582016,0
1159209632600154113,1
1014117379780022272,1
781576797418696705,1
1185528349160103938,1
1106164003225649152,0
1177926205187731459,0
530309149511663617,0
785927713894924288,1
637666252526329856,1
748258587085004801,0
874061401995608065,1
922176777967022080,1
1101558332408647683,0
1171793961675087872,1
1100888430937063430,0
727876698981683200,1
559749917779165184,0
783756930481356801,0
1188812108110192641,0
1123868164415205378,1
692898869588275202,0
631866489155399680,1
919917410148343809,1
1133755483817332736,0
950478186,0
1071862267875074049,0
854073691851939840,0
795753644893335552,1
1143852672338059265,0
1124086162681778176,1
892456739580387330,1
441894377208950784,0
828416653612421120,1
580397591382384642,1
1176215776136749056,0
413905938773336064,0
1072062831774846976,1
1179148659016908800,0
1125727469259165697,0
689633506671095809,0
1136409442940067842,1
1059562065160007680,1
992857318936150016,1
864848964222304256,0
772454606102228992,0
1049454320377364480,0
610364681803440128,1
908081718204289024,1
1099025589036494848,0
1126193731898572802,0
1180480150489702400,0
854929492212563968,0
1189194557138915328,1
1013687720231735297,1
1148209261731831809,0
615604798600163328,0
1160348101426724864,1
979017907970740224,1
778353947241218048,1
777224189107400704,1
1180629993774338052,1
1040632446746849281,0
747819406953168896,0
597694910435880960,1
1166384879371792384,1
1016990405647314944,1
16977428990,0
1189146341680828416,0
1173599180973105153,1
1169644643547602944,0
634802037171970048,0
1121424414170591232,1
1021677235693080576,1
891505179983396864,0
877707862990086148,1
593365056290627584,1
663655338730655744,0
1153283143736205313,1
1132371394615042053,0
1175684039791001601,0
1102381924536979456,1
1099025589036494848,1
426002289665388545,1
861675869710024705,0
904406523748765697,1
1129807915634876417,1
784031939376340993,1
1109853559108104192,0
1113127604096286720,1
907902228316303360,0
1049374054162096129,0
221138083205234690,0
926972796504125440,0
1149419716332535808,1
634138151586426880,1
170456269184974848,0
1113445742750965761,1
1090997942377435136,1
981613930354274305,1
661674103292764161,0
1042884840960524288,1
1108199891195621376,0
1166169698913812480,0
2741990114,0
780582086231126016,1
1106257233174822913,0
49554111565275136,0
1103265219239911424,0
894952300472610816,0
1068879430997692416,1
1148240534923894784,0
984504311341355009,1
1043512768559808513,0
1099025589036494848,1
1156180520344178694,1
484804862774099968,0
718196194372100100,0
672457149260410881,0
1141863989745467392,1
1131979407202160640,0
1125177603780825089,1
1080834424319762432,1
1177296708356775936,1
1100958488816164865,0
329142753659326464,1
540072077504815104,1
1187246215332843522,0
1170727123008610304,1
759488171029716992,1
1156985138523312129,1
1160632578816315393,0
1105367223571492864,1
1156211357903142912,0
882283971312316418,1
723303744956411906,1
1111176131091288064,1
1055227898423058432,1
1178709124042907648,0
1085861981960237056,1
722018560248324097,0
1126419192813629440,1
712097250198069248,0
1005870824820281349,0
1121316342114734080,0
770656369334714368,1
1069293544618291200,0
1183155384158052352,1
372057266544865280,0
1176478715800367104,1
1177298516999323648,1
1118658400991219712,0
